state,date,cases
Georgia,3/5/2020,2
Texas,3/5/2020,11
Texas,3/5/2020,1
Texas,3/5/2020,4
Washington,3/5/2020,1
Washington,3/5/2020,52
Washington,3/5/2020,17
Washington,3/5/2020,4
Washington,3/5/2020,1
Georgia,3/6/2020,2
Georgia,3/6/2020,1
Texas,3/6/2020,11
Texas,3/6/2020,3
Texas,3/6/2020,5
Washington,3/6/2020,1
Washington,3/6/2020,1
Washington,3/6/2020,1
Washington,3/6/2020,59
Washington,3/6/2020,1
Washington,3/6/2020,18
Washington,3/6/2020,4
Washington,3/6/2020,1
Georgia,3/7/2020,1
Georgia,3/7/2020,4
Georgia,3/7/2020,1
Georgia,3/7/2020,1
Texas,3/7/2020,11
Texas,3/7/2020,3
Texas,3/7/2020,5
Washington,3/7/2020,1
Washington,3/7/2020,1
Washington,3/7/2020,1
Washington,3/7/2020,72
Washington,3/7/2020,1
Washington,3/7/2020,3
Washington,3/7/2020,26
Washington,3/7/2020,4
Washington,3/7/2020,1
Georgia,3/8/2020,1
Georgia,3/8/2020,3
Georgia,3/8/2020,5
Georgia,3/8/2020,1
Georgia,3/8/2020,1
Texas,3/8/2020,11
Texas,3/8/2020,6
Texas,3/8/2020,6
Washington,3/8/2020,1
Washington,3/8/2020,1
Washington,3/8/2020,1
Washington,3/8/2020,91
Washington,3/8/2020,1
Washington,3/8/2020,1
Washington,3/8/2020,4
Washington,3/8/2020,36
Washington,3/8/2020,4
Washington,3/8/2020,1
Georgia,3/9/2020,1
Georgia,3/9/2020,4
Georgia,3/9/2020,2
Georgia,3/9/2020,1
Georgia,3/9/2020,1
Georgia,3/9/2020,5
Georgia,3/9/2020,2
Georgia,3/9/2020,1
Texas,3/9/2020,11
Texas,3/9/2020,1
Texas,3/9/2020,6
Texas,3/9/2020,6
Washington,3/9/2020,1
Washington,3/9/2020,1
Washington,3/9/2020,1
Washington,3/9/2020,117
Washington,3/9/2020,1
Washington,3/9/2020,1
Washington,3/9/2020,7
Washington,3/9/2020,45
Washington,3/9/2020,4
Washington,3/9/2020,1
Georgia,3/10/2020,1
Georgia,3/10/2020,1
Georgia,3/10/2020,7
Georgia,3/10/2020,2
Georgia,3/10/2020,1
Georgia,3/10/2020,1
Georgia,3/10/2020,6
Georgia,3/10/2020,2
Georgia,3/10/2020,1
Texas,3/10/2020,11
Texas,3/10/2020,3
Texas,3/10/2020,2
Texas,3/10/2020,6
Texas,3/10/2020,7
Texas,3/10/2020,1
Texas,3/10/2020,1
Washington,3/10/2020,1
Washington,3/10/2020,1
Washington,3/10/2020,1
Washington,3/10/2020,191
Washington,3/10/2020,2
Washington,3/10/2020,1
Washington,3/10/2020,14
Washington,3/10/2020,1
Washington,3/10/2020,61
Washington,3/10/2020,4
Washington,3/10/2020,1
Washington,3/10/2020,1
Georgia,3/11/2020,3
Georgia,3/11/2020,1
Georgia,3/11/2020,1
Georgia,3/11/2020,8
Georgia,3/11/2020,4
Georgia,3/11/2020,1
Georgia,3/11/2020,2
Georgia,3/11/2020,6
Georgia,3/11/2020,2
Georgia,3/11/2020,1
Georgia,3/11/2020,1
Georgia,3/11/2020,1
Texas,3/11/2020,11
Texas,3/11/2020,3
Texas,3/11/2020,3
Texas,3/11/2020,6
Texas,3/11/2020,1
Texas,3/11/2020,7
Texas,3/11/2020,1
Texas,3/11/2020,1
Washington,3/11/2020,1
Washington,3/11/2020,1
Washington,3/11/2020,1
Washington,3/11/2020,1
Washington,3/11/2020,235
Washington,3/11/2020,2
Washington,3/11/2020,3
Washington,3/11/2020,17
Washington,3/11/2020,1
Washington,3/11/2020,69
Washington,3/11/2020,4
Washington,3/11/2020,1
Washington,3/11/2020,1
Washington,3/11/2020,1
Georgia,3/12/2020,3
Georgia,3/12/2020,1
Georgia,3/12/2020,1
Georgia,3/12/2020,8
Georgia,3/12/2020,4
Georgia,3/12/2020,1
Georgia,3/12/2020,2
Georgia,3/12/2020,6
Georgia,3/12/2020,2
Georgia,3/12/2020,1
Georgia,3/12/2020,1
Georgia,3/12/2020,1
Texas,3/12/2020,11
Texas,3/12/2020,4
Texas,3/12/2020,8
Texas,3/12/2020,6
Texas,3/12/2020,1
Texas,3/12/2020,9
Texas,3/12/2020,1
Texas,3/12/2020,1
Washington,3/12/2020,1
Washington,3/12/2020,1
Washington,3/12/2020,1
Washington,3/12/2020,1
Washington,3/12/2020,3
Washington,3/12/2020,1
Washington,3/12/2020,271
Washington,3/12/2020,2
Washington,3/12/2020,3
Washington,3/12/2020,17
Washington,3/12/2020,2
Washington,3/12/2020,107
Washington,3/12/2020,4
Washington,3/12/2020,1
Washington,3/12/2020,1
Washington,3/12/2020,1
Washington,3/12/2020,2
Georgia,3/13/2020,7
Georgia,3/13/2020,1
Georgia,3/13/2020,4
Georgia,3/13/2020,8
Georgia,3/13/2020,4
Georgia,3/13/2020,1
Georgia,3/13/2020,2
Georgia,3/13/2020,6
Georgia,3/13/2020,2
Georgia,3/13/2020,2
Georgia,3/13/2020,1
Georgia,3/13/2020,1
Georgia,3/13/2020,1
Georgia,3/13/2020,1
Texas,3/13/2020,1
Texas,3/13/2020,11
Texas,3/13/2020,5
Texas,3/13/2020,9
Texas,3/13/2020,1
Texas,3/13/2020,9
Texas,3/13/2020,1
Texas,3/13/2020,1
Texas,3/13/2020,10
Texas,3/13/2020,1
Texas,3/13/2020,3
Texas,3/13/2020,2
Texas,3/13/2020,4
Washington,3/13/2020,1
Washington,3/13/2020,3
Washington,3/13/2020,1
Washington,3/13/2020,1
Washington,3/13/2020,1
Washington,3/13/2020,3
Washington,3/13/2020,1
Washington,3/13/2020,329
Washington,3/13/2020,3
Washington,3/13/2020,3
Washington,3/13/2020,19
Washington,3/13/2020,3
Washington,3/13/2020,132
Washington,3/13/2020,4
Washington,3/13/2020,3
Washington,3/13/2020,1
Washington,3/13/2020,1
Washington,3/13/2020,2
Georgia,3/14/2020,7
Georgia,3/14/2020,1
Georgia,3/14/2020,4
Georgia,3/14/2020,15
Georgia,3/14/2020,2
Georgia,3/14/2020,8
Georgia,3/14/2020,4
Georgia,3/14/2020,3
Georgia,3/14/2020,13
Georgia,3/14/2020,2
Georgia,3/14/2020,2
Georgia,3/14/2020,1
Georgia,3/14/2020,1
Georgia,3/14/2020,1
Georgia,3/14/2020,1
Texas,3/14/2020,1
Texas,3/14/2020,12
Texas,3/14/2020,2
Texas,3/14/2020,7
Texas,3/14/2020,11
Texas,3/14/2020,1
Texas,3/14/2020,9
Texas,3/14/2020,1
Texas,3/14/2020,1
Texas,3/14/2020,11
Texas,3/14/2020,1
Texas,3/14/2020,1
Texas,3/14/2020,3
Texas,3/14/2020,4
Texas,3/14/2020,4
Washington,3/14/2020,1
Washington,3/14/2020,3
Washington,3/14/2020,1
Washington,3/14/2020,1
Washington,3/14/2020,1
Washington,3/14/2020,6
Washington,3/14/2020,1
Washington,3/14/2020,389
Washington,3/14/2020,3
Washington,3/14/2020,3
Washington,3/14/2020,1
Washington,3/14/2020,26
Washington,3/14/2020,3
Washington,3/14/2020,154
Washington,3/14/2020,7
Washington,3/14/2020,3
Washington,3/14/2020,1
Washington,3/14/2020,2
Washington,3/14/2020,3
Georgia,3/15/2020,9
Georgia,3/15/2020,1
Georgia,3/15/2020,4
Georgia,3/15/2020,2
Georgia,3/15/2020,2
Georgia,3/15/2020,19
Georgia,3/15/2020,2
Georgia,3/15/2020,10
Georgia,3/15/2020,6
Georgia,3/15/2020,5
Georgia,3/15/2020,4
Georgia,3/15/2020,20
Georgia,3/15/2020,2
Georgia,3/15/2020,4
Georgia,3/15/2020,1
Georgia,3/15/2020,2
Georgia,3/15/2020,2
Georgia,3/15/2020,1
Georgia,3/15/2020,1
Texas,3/15/2020,1
Texas,3/15/2020,12
Texas,3/15/2020,2
Texas,3/15/2020,8
Texas,3/15/2020,14
Texas,3/15/2020,1
Texas,3/15/2020,2
Texas,3/15/2020,9
Texas,3/15/2020,1
Texas,3/15/2020,1
Texas,3/15/2020,13
Texas,3/15/2020,1
Texas,3/15/2020,1
Texas,3/15/2020,4
Texas,3/15/2020,4
Texas,3/15/2020,6
Washington,3/15/2020,1
Washington,3/15/2020,3
Washington,3/15/2020,1
Washington,3/15/2020,1
Washington,3/15/2020,1
Washington,3/15/2020,6
Washington,3/15/2020,3
Washington,3/15/2020,421
Washington,3/15/2020,5
Washington,3/15/2020,3
Washington,3/15/2020,1
Washington,3/15/2020,1
Washington,3/15/2020,1
Washington,3/15/2020,29
Washington,3/15/2020,4
Washington,3/15/2020,175
Washington,3/15/2020,7
Washington,3/15/2020,4
Washington,3/15/2020,1
Washington,3/15/2020,3
Washington,3/15/2020,4
Georgia,3/16/2020,9
Georgia,3/16/2020,1
Georgia,3/16/2020,4
Georgia,3/16/2020,3
Georgia,3/16/2020,5
Georgia,3/16/2020,22
Georgia,3/16/2020,2
Georgia,3/16/2020,10
Georgia,3/16/2020,6
Georgia,3/16/2020,5
Georgia,3/16/2020,4
Georgia,3/16/2020,1
Georgia,3/16/2020,27
Georgia,3/16/2020,2
Georgia,3/16/2020,5
Georgia,3/16/2020,1
Georgia,3/16/2020,2
Georgia,3/16/2020,2
Georgia,3/16/2020,3
Georgia,3/16/2020,1
Georgia,3/16/2020,1
Georgia,3/16/2020,1
Georgia,3/16/2020,1
Texas,3/16/2020,1
Texas,3/16/2020,13
Texas,3/16/2020,1
Texas,3/16/2020,2
Texas,3/16/2020,8
Texas,3/16/2020,14
Texas,3/16/2020,1
Texas,3/16/2020,2
Texas,3/16/2020,9
Texas,3/16/2020,1
Texas,3/16/2020,1
Texas,3/16/2020,13
Texas,3/16/2020,1
Texas,3/16/2020,2
Texas,3/16/2020,3
Texas,3/16/2020,4
Texas,3/16/2020,5
Texas,3/16/2020,6
Washington,3/16/2020,1
Washington,3/16/2020,4
Washington,3/16/2020,1
Washington,3/16/2020,6
Washington,3/16/2020,1
Washington,3/16/2020,7
Washington,3/16/2020,3
Washington,3/16/2020,489
Washington,3/16/2020,7
Washington,3/16/2020,3
Washington,3/16/2020,1
Washington,3/16/2020,1
Washington,3/16/2020,1
Washington,3/16/2020,44
Washington,3/16/2020,7
Washington,3/16/2020,199
Washington,3/16/2020,7
Washington,3/16/2020,4
Washington,3/16/2020,1
Washington,3/16/2020,3
Washington,3/16/2020,4
Georgia,3/17/2020,11
Georgia,3/17/2020,1
Georgia,3/17/2020,4
Georgia,3/17/2020,3
Georgia,3/17/2020,5
Georgia,3/17/2020,25
Georgia,3/17/2020,3
Georgia,3/17/2020,15
Georgia,3/17/2020,6
Georgia,3/17/2020,5
Georgia,3/17/2020,5
Georgia,3/17/2020,1
Georgia,3/17/2020,33
Georgia,3/17/2020,2
Georgia,3/17/2020,7
Georgia,3/17/2020,1
Georgia,3/17/2020,2
Georgia,3/17/2020,2
Georgia,3/17/2020,4
Georgia,3/17/2020,1
Georgia,3/17/2020,1
Georgia,3/17/2020,1
Georgia,3/17/2020,1
Georgia,3/17/2020,2
Georgia,3/17/2020,1
Texas,3/17/2020,1
Texas,3/17/2020,13
Texas,3/17/2020,1
Texas,3/17/2020,2
Texas,3/17/2020,1
Texas,3/17/2020,8
Texas,3/17/2020,23
Texas,3/17/2020,1
Texas,3/17/2020,2
Texas,3/17/2020,2
Texas,3/17/2020,10
Texas,3/17/2020,1
Texas,3/17/2020,1
Texas,3/17/2020,16
Texas,3/17/2020,1
Texas,3/17/2020,2
Texas,3/17/2020,2
Texas,3/17/2020,3
Texas,3/17/2020,4
Texas,3/17/2020,6
Texas,3/17/2020,6
Washington,3/17/2020,3
Washington,3/17/2020,4
Washington,3/17/2020,1
Washington,3/17/2020,1
Washington,3/17/2020,6
Washington,3/17/2020,1
Washington,3/17/2020,14
Washington,3/17/2020,4
Washington,3/17/2020,518
Washington,3/17/2020,7
Washington,3/17/2020,3
Washington,3/17/2020,1
Washington,3/17/2020,1
Washington,3/17/2020,1
Washington,3/17/2020,1
Washington,3/17/2020,44
Washington,3/17/2020,9
Washington,3/17/2020,265
Washington,3/17/2020,7
Washington,3/17/2020,5
Washington,3/17/2020,1
Washington,3/17/2020,6
Washington,3/17/2020,5
Georgia,3/18/2020,20
Georgia,3/18/2020,1
Georgia,3/18/2020,6
Georgia,3/18/2020,4
Georgia,3/18/2020,6
Georgia,3/18/2020,29
Georgia,3/18/2020,1
Georgia,3/18/2020,3
Georgia,3/18/2020,18
Georgia,3/18/2020,7
Georgia,3/18/2020,7
Georgia,3/18/2020,5
Georgia,3/18/2020,2
Georgia,3/18/2020,49
Georgia,3/18/2020,3
Georgia,3/18/2020,7
Georgia,3/18/2020,3
Georgia,3/18/2020,2
Georgia,3/18/2020,1
Georgia,3/18/2020,2
Georgia,3/18/2020,5
Georgia,3/18/2020,3
Georgia,3/18/2020,3
Georgia,3/18/2020,1
Georgia,3/18/2020,2
Georgia,3/18/2020,2
Georgia,3/18/2020,1
Texas,3/18/2020,1
Texas,3/18/2020,13
Texas,3/18/2020,1
Texas,3/18/2020,4
Texas,3/18/2020,3
Texas,3/18/2020,13
Texas,3/18/2020,34
Texas,3/18/2020,5
Texas,3/18/2020,3
Texas,3/18/2020,2
Texas,3/18/2020,12
Texas,3/18/2020,4
Texas,3/18/2020,1
Texas,3/18/2020,28
Texas,3/18/2020,3
Texas,3/18/2020,1
Texas,3/18/2020,3
Texas,3/18/2020,2
Texas,3/18/2020,5
Texas,3/18/2020,1
Texas,3/18/2020,3
Texas,3/18/2020,1
Texas,3/18/2020,5
Texas,3/18/2020,6
Texas,3/18/2020,6
Texas,3/18/2020,1
Texas,3/18/2020,1
Texas,3/18/2020,4
Washington,3/18/2020,1
Washington,3/18/2020,3
Washington,3/18/2020,4
Washington,3/18/2020,1
Washington,3/18/2020,1
Washington,3/18/2020,6
Washington,3/18/2020,1
Washington,3/18/2020,16
Washington,3/18/2020,4
Washington,3/18/2020,563
Washington,3/18/2020,9
Washington,3/18/2020,4
Washington,3/18/2020,1
Washington,3/18/2020,1
Washington,3/18/2020,1
Washington,3/18/2020,1
Washington,3/18/2020,56
Washington,3/18/2020,14
Washington,3/18/2020,309
Washington,3/18/2020,7
Washington,3/18/2020,6
Washington,3/18/2020,1
Washington,3/18/2020,7
Washington,3/18/2020,9
Georgia,3/19/2020,27
Georgia,3/19/2020,1
Georgia,3/19/2020,1
Georgia,3/19/2020,13
Georgia,3/19/2020,7
Georgia,3/19/2020,6
Georgia,3/19/2020,38
Georgia,3/19/2020,1
Georgia,3/19/2020,3
Georgia,3/19/2020,22
Georgia,3/19/2020,22
Georgia,3/19/2020,2
Georgia,3/19/2020,1
Georgia,3/19/2020,8
Georgia,3/19/2020,6
Georgia,3/19/2020,3
Georgia,3/19/2020,68
Georgia,3/19/2020,2
Georgia,3/19/2020,3
Georgia,3/19/2020,12
Georgia,3/19/2020,5
Georgia,3/19/2020,3
Georgia,3/19/2020,1
Georgia,3/19/2020,2
Georgia,3/19/2020,4
Georgia,3/19/2020,6
Georgia,3/19/2020,3
Georgia,3/19/2020,3
Georgia,3/19/2020,1
Georgia,3/19/2020,1
Georgia,3/19/2020,3
Georgia,3/19/2020,1
Georgia,3/19/2020,2
Georgia,3/19/2020,1
Texas,3/19/2020,1
Texas,3/19/2020,17
Texas,3/19/2020,1
Texas,3/19/2020,4
Texas,3/19/2020,4
Texas,3/19/2020,1
Texas,3/19/2020,18
Texas,3/19/2020,1
Texas,3/19/2020,56
Texas,3/19/2020,1
Texas,3/19/2020,9
Texas,3/19/2020,6
Texas,3/19/2020,2
Texas,3/19/2020,19
Texas,3/19/2020,4
Texas,3/19/2020,1
Texas,3/19/2020,35
Texas,3/19/2020,5
Texas,3/19/2020,2
Texas,3/19/2020,1
Texas,3/19/2020,3
Texas,3/19/2020,3
Texas,3/19/2020,7
Texas,3/19/2020,1
Texas,3/19/2020,3
Texas,3/19/2020,1
Texas,3/19/2020,5
Texas,3/19/2020,19
Texas,3/19/2020,7
Texas,3/19/2020,1
Texas,3/19/2020,1
Texas,3/19/2020,1
Texas,3/19/2020,8
Washington,3/19/2020,2
Washington,3/19/2020,3
Washington,3/19/2020,1
Washington,3/19/2020,4
Washington,3/19/2020,1
Washington,3/19/2020,1
Washington,3/19/2020,8
Washington,3/19/2020,1
Washington,3/19/2020,17
Washington,3/19/2020,4
Washington,3/19/2020,693
Washington,3/19/2020,12
Washington,3/19/2020,4
Washington,3/19/2020,2
Washington,3/19/2020,1
Washington,3/19/2020,1
Washington,3/19/2020,1
Washington,3/19/2020,75
Washington,3/19/2020,18
Washington,3/19/2020,347
Washington,3/19/2020,9
Washington,3/19/2020,6
Washington,3/19/2020,1
Washington,3/19/2020,7
Washington,3/19/2020,9
Georgia,3/20/2020,54
Georgia,3/20/2020,1
Georgia,3/20/2020,14
Georgia,3/20/2020,1
Georgia,3/20/2020,2
Georgia,3/20/2020,16
Georgia,3/20/2020,9
Georgia,3/20/2020,10
Georgia,3/20/2020,51
Georgia,3/20/2020,1
Georgia,3/20/2020,6
Georgia,3/20/2020,1
Georgia,3/20/2020,40
Georgia,3/20/2020,45
Georgia,3/20/2020,1
Georgia,3/20/2020,2
Georgia,3/20/2020,1
Georgia,3/20/2020,8
Georgia,3/20/2020,7
Georgia,3/20/2020,3
Georgia,3/20/2020,95
Georgia,3/20/2020,2
Georgia,3/20/2020,3
Georgia,3/20/2020,23
Georgia,3/20/2020,6
Georgia,3/20/2020,1
Georgia,3/20/2020,6
Georgia,3/20/2020,1
Georgia,3/20/2020,1
Georgia,3/20/2020,2
Georgia,3/20/2020,13
Georgia,3/20/2020,1
Georgia,3/20/2020,7
Georgia,3/20/2020,1
Georgia,3/20/2020,1
Georgia,3/20/2020,1
Georgia,3/20/2020,4
Georgia,3/20/2020,1
Georgia,3/20/2020,3
Georgia,3/20/2020,2
Georgia,3/20/2020,2
Georgia,3/20/2020,3
Georgia,3/20/2020,1
Georgia,3/20/2020,9
Georgia,3/20/2020,1
Georgia,3/20/2020,2
Georgia,3/20/2020,2
Georgia,3/20/2020,2
Georgia,3/20/2020,1
Georgia,3/20/2020,2
Georgia,3/20/2020,1
Georgia,3/20/2020,6
Georgia,3/20/2020,1
Georgia,3/20/2020,2
Texas,3/20/2020,2
Texas,3/20/2020,40
Texas,3/20/2020,1
Texas,3/20/2020,10
Texas,3/20/2020,6
Texas,3/20/2020,1
Texas,3/20/2020,1
Texas,3/20/2020,1
Texas,3/20/2020,27
Texas,3/20/2020,1
Texas,3/20/2020,74
Texas,3/20/2020,1
Texas,3/20/2020,15
Texas,3/20/2020,6
Texas,3/20/2020,2
Texas,3/20/2020,1
Texas,3/20/2020,24
Texas,3/20/2020,6
Texas,3/20/2020,1
Texas,3/20/2020,55
Texas,3/20/2020,6
Texas,3/20/2020,1
Texas,3/20/2020,2
Texas,3/20/2020,1
Texas,3/20/2020,5
Texas,3/20/2020,3
Texas,3/20/2020,13
Texas,3/20/2020,1
Texas,3/20/2020,4
Texas,3/20/2020,1
Texas,3/20/2020,8
Texas,3/20/2020,29
Texas,3/20/2020,21
Texas,3/20/2020,1
Texas,3/20/2020,1
Texas,3/20/2020,1
Texas,3/20/2020,4
Texas,3/20/2020,9
Washington,3/20/2020,3
Washington,3/20/2020,3
Washington,3/20/2020,1
Washington,3/20/2020,6
Washington,3/20/2020,1
Washington,3/20/2020,2
Washington,3/20/2020,1
Washington,3/20/2020,11
Washington,3/20/2020,1
Washington,3/20/2020,19
Washington,3/20/2020,4
Washington,3/20/2020,794
Washington,3/20/2020,12
Washington,3/20/2020,4
Washington,3/20/2020,2
Washington,3/20/2020,2
Washington,3/20/2020,1
Washington,3/20/2020,1
Washington,3/20/2020,83
Washington,3/20/2020,1
Washington,3/20/2020,26
Washington,3/20/2020,384
Washington,3/20/2020,11
Washington,3/20/2020,1
Washington,3/20/2020,8
Washington,3/20/2020,1
Washington,3/20/2020,11
Washington,3/20/2020,10
Georgia,3/21/2020,2
Georgia,3/21/2020,55
Georgia,3/21/2020,1
Georgia,3/21/2020,16
Georgia,3/21/2020,1
Georgia,3/21/2020,4
Georgia,3/21/2020,17
Georgia,3/21/2020,9
Georgia,3/21/2020,12
Georgia,3/21/2020,56
Georgia,3/21/2020,3
Georgia,3/21/2020,8
Georgia,3/21/2020,1
Georgia,3/21/2020,42
Georgia,3/21/2020,47
Georgia,3/21/2020,4
Georgia,3/21/2020,2
Georgia,3/21/2020,1
Georgia,3/21/2020,9
Georgia,3/21/2020,8
Georgia,3/21/2020,4
Georgia,3/21/2020,100
Georgia,3/21/2020,2
Georgia,3/21/2020,4
Georgia,3/21/2020,23
Georgia,3/21/2020,9
Georgia,3/21/2020,1
Georgia,3/21/2020,7
Georgia,3/21/2020,1
Georgia,3/21/2020,1
Georgia,3/21/2020,2
Georgia,3/21/2020,14
Georgia,3/21/2020,1
Georgia,3/21/2020,7
Georgia,3/21/2020,1
Georgia,3/21/2020,1
Georgia,3/21/2020,1
Georgia,3/21/2020,2
Georgia,3/21/2020,4
Georgia,3/21/2020,1
Georgia,3/21/2020,4
Georgia,3/21/2020,2
Georgia,3/21/2020,2
Georgia,3/21/2020,4
Georgia,3/21/2020,1
Georgia,3/21/2020,10
Georgia,3/21/2020,2
Georgia,3/21/2020,2
Georgia,3/21/2020,2
Georgia,3/21/2020,2
Georgia,3/21/2020,2
Georgia,3/21/2020,4
Georgia,3/21/2020,1
Georgia,3/21/2020,27
Georgia,3/21/2020,1
Georgia,3/21/2020,2
Texas,3/21/2020,1
Texas,3/21/2020,8
Texas,3/21/2020,50
Texas,3/21/2020,1
Texas,3/21/2020,14
Texas,3/21/2020,10
Texas,3/21/2020,2
Texas,3/21/2020,6
Texas,3/21/2020,1
Texas,3/21/2020,1
Texas,3/21/2020,31
Texas,3/21/2020,1
Texas,3/21/2020,95
Texas,3/21/2020,1
Texas,3/21/2020,1
Texas,3/21/2020,24
Texas,3/21/2020,6
Texas,3/21/2020,3
Texas,3/21/2020,1
Texas,3/21/2020,29
Texas,3/21/2020,8
Texas,3/21/2020,1
Texas,3/21/2020,68
Texas,3/21/2020,6
Texas,3/21/2020,2
Texas,3/21/2020,2
Texas,3/21/2020,1
Texas,3/21/2020,9
Texas,3/21/2020,4
Texas,3/21/2020,16
Texas,3/21/2020,1
Texas,3/21/2020,1
Texas,3/21/2020,4
Texas,3/21/2020,1
Texas,3/21/2020,2
Texas,3/21/2020,1
Texas,3/21/2020,8
Texas,3/21/2020,47
Texas,3/21/2020,62
Texas,3/21/2020,1
Texas,3/21/2020,1
Texas,3/21/2020,2
Texas,3/21/2020,4
Texas,3/21/2020,9
Washington,3/21/2020,8
Washington,3/21/2020,3
Washington,3/21/2020,2
Washington,3/21/2020,9
Washington,3/21/2020,1
Washington,3/21/2020,2
Washington,3/21/2020,1
Washington,3/21/2020,11
Washington,3/21/2020,1
Washington,3/21/2020,19
Washington,3/21/2020,4
Washington,3/21/2020,935
Washington,3/21/2020,15
Washington,3/21/2020,4
Washington,3/21/2020,4
Washington,3/21/2020,2
Washington,3/21/2020,1
Washington,3/21/2020,1
Washington,3/21/2020,95
Washington,3/21/2020,1
Washington,3/21/2020,28
Washington,3/21/2020,446
Washington,3/21/2020,16
Washington,3/21/2020,1
Washington,3/21/2020,10
Washington,3/21/2020,1
Washington,3/21/2020,14
Washington,3/21/2020,20
Georgia,3/22/2020,2
Georgia,3/22/2020,1
Georgia,3/22/2020,56
Georgia,3/22/2020,1
Georgia,3/22/2020,2
Georgia,3/22/2020,16
Georgia,3/22/2020,1
Georgia,3/22/2020,4
Georgia,3/22/2020,1
Georgia,3/22/2020,18
Georgia,3/22/2020,10
Georgia,3/22/2020,13
Georgia,3/22/2020,1
Georgia,3/22/2020,67
Georgia,3/22/2020,1
Georgia,3/22/2020,3
Georgia,3/22/2020,9
Georgia,3/22/2020,1
Georgia,3/22/2020,53
Georgia,3/22/2020,52
Georgia,3/22/2020,4
Georgia,3/22/2020,2
Georgia,3/22/2020,2
Georgia,3/22/2020,9
Georgia,3/22/2020,9
Georgia,3/22/2020,5
Georgia,3/22/2020,111
Georgia,3/22/2020,4
Georgia,3/22/2020,4
Georgia,3/22/2020,27
Georgia,3/22/2020,9
Georgia,3/22/2020,1
Georgia,3/22/2020,7
Georgia,3/22/2020,1
Georgia,3/22/2020,3
Georgia,3/22/2020,2
Georgia,3/22/2020,16
Georgia,3/22/2020,1
Georgia,3/22/2020,8
Georgia,3/22/2020,1
Georgia,3/22/2020,1
Georgia,3/22/2020,1
Georgia,3/22/2020,2
Georgia,3/22/2020,4
Georgia,3/22/2020,2
Georgia,3/22/2020,4
Georgia,3/22/2020,3
Georgia,3/22/2020,2
Georgia,3/22/2020,4
Georgia,3/22/2020,1
Georgia,3/22/2020,10
Georgia,3/22/2020,2
Georgia,3/22/2020,2
Georgia,3/22/2020,2
Georgia,3/22/2020,1
Georgia,3/22/2020,2
Georgia,3/22/2020,2
Georgia,3/22/2020,4
Georgia,3/22/2020,1
Georgia,3/22/2020,1
Georgia,3/22/2020,27
Georgia,3/22/2020,2
Georgia,3/22/2020,2
Texas,3/22/2020,1
Texas,3/22/2020,8
Texas,3/22/2020,50
Texas,3/22/2020,1
Texas,3/22/2020,14
Texas,3/22/2020,12
Texas,3/22/2020,2
Texas,3/22/2020,6
Texas,3/22/2020,1
Texas,3/22/2020,1
Texas,3/22/2020,38
Texas,3/22/2020,1
Texas,3/22/2020,132
Texas,3/22/2020,1
Texas,3/22/2020,1
Texas,3/22/2020,30
